CodeClient,Civilite,Prenom,Nom,Adresse,CodePostal,Commune,DateNaissance,CreationClient,Email,Twitter,Facebook,Klout,Points,AppMobile,Magasin,Newsletter,ScoreBio,ScoreSoleil
1618605,"Mlle","ALINE","MENEUVRIER","227 CHEMIN DE LA TRAVERSE","84470","CHATEAUNEUF DE GADAGNE",1991-06-12 00:00:00,2016-07-17 00:00:00,"ALINE.MENEUVRIER@gmail.com","","",34.000000,126.000000,0.000000,"Wagram",0.000000,0.910000,0.800000
1640536,"Mme","MAGALI","JONAS","2 RUE DES MURGERS","25480","PIREY",1996-12-31 00:00:00,2015-03-01 00:00:00,"JONAS@yahoo.fr","","",36.000000,39.000000,1.000000,"Montparnasse",0.000000,0.460000,0.170000
1678264,"Mlle","VIRGINIE","PADOVANI","2 RUE DU CANAL","68620","BITSCHWILLER LES THANN",1980-01-12 00:00:00,2016-12-20 00:00:00,"Virginie.PADOVANI@free.fr","http://twitter.com/PADOVANI","PADOVANI@facebook.fr",9.000000,76.000000,0.000000,"Montparnasse",0.000000,0.330000,0.130000
1693116,"Mlle","LUCIE","DJELLOULI","14 RUE DES ISLANDAIS","59123","BRAY DUNES",1982-05-13 00:00:00,2015-07-11 00:00:00,"LUCIE_DJELLOULI@outlook.fr","http://twitter.com/DJELLOULI","DJELLOULI@facebook.fr",39.000000,0.000000,1.000000,"Montparnasse",0.000000,0.700000,0.950000
1747159,"Mme","MONIQUE","MARINI","5 RUE DU MOULIN","89300","CHAMVRES",1986-03-28 00:00:00,2015-06-29 00:00:00,"Monique_MARINI@outlook.fr","http://twitter.com/MARINI","",38.000000,28.000000,0.000000,"Montparnasse",0.000000,0.960000,0.790000
1759230,"Mme","LETICIA","LIEFOOGHE","24 RUE JEAN BOUCHER","35000","RENNES",1983-11-10 00:00:00,2015-05-12 00:00:00,"Leticia.LIEFOOGHE@gmail.com","","",76.000000,178.000000,0.000000,"Montparnasse",1.000000,0.640000,0.280000
1791398,"Mme","PAULA","PIRAS","3 IMPASSE POUSSIN","95120","ERMONT",1993-10-24 00:00:00,2016-11-26 00:00:00,"PIRAS@yahoo.fr","","PIRAS@facebook.fr",142.000000,14.000000,0.000000,"Wagram",0.000000,0.850000,0.510000
1794367,"Mme","MICHELINE","COLLIN","21 CHEMIN DE LAGAY","69210","ST PIERRE LA PALUD",1974-10-04 00:00:00,2016-06-23 00:00:00,"COLLIN@yahoo.fr","","MICHELINE.COLLIN@facebook.com",8.000000,42.000000,0.000000,"Montparnasse",0.000000,0.200000,0.560000
1794594,"Mme","CHANTAL","VAUTROT","176 ROUTE DE BALLAVAIS","74140","LOISIN",1991-03-02 00:00:00,2015-12-14 00:00:00,"Chantal.VAUTROT@icloud.com","","VAUTROT@facebook.fr",26.000000,41.000000,0.000000,"Montparnasse",0.000000,0.080000,0.870000
1794719,"Mme","VERONIQUE","BERNIER","2 ALLEE DES TROUS GELES","77200","TORCY",1972-05-04 00:00:00,2016-08-22 00:00:00,"VERONIQUE.BERNIER@gmail.com","","BERNIER@facebook.fr",28.000000,6.000000,0.000000,"Montparnasse",1.000000,0.810000,0.350000
1794794,"Mme","VALERIE","PHELY","10 PROMENADE HENRI VINCENOT","77600","BUSSY ST GEORGES",1973-03-31 00:00:00,2015-02-17 00:00:00,"Valerie.PHELY@icloud.com","","",115.000000,102.000000,0.000000,"Montparnasse",0.000000,0.600000,0.090000
1794859,"Mme","LUCIENNE","FAUCOU","275 RUE JULES BARNI","80090","AMIENS",1989-06-13 00:00:00,2016-07-17 00:00:00,"LUCIENNE.FAUCOU@gmail.com","","LUCIENNE.FAUCOU@facebook.com",44.000000,46.000000,0.000000,"Montparnasse",0.000000,0.800000,0.380000
1796833,"Mme","MADELEINE","DURIEZ","5 RUE CLOS SUIPHON","69003","LYON",1987-07-27 00:00:00,2015-07-11 00:00:00,"Madeleine.DURIEZ@gmail.com","http://twitter.com/DURIEZ","Madeleine.DURIEZ@facebook.com",19.000000,168.000000,0.000000,"Montparnasse",0.000000,0.790000,0.170000
1797313,"Mlle","CAROLINE","GABAI","11 RUE DE LA TUILERIE","37500","CHINON",1977-02-08 00:00:00,2015-06-29 00:00:00,"CAROLINE.GABAI@gmail.com","","",12.000000,14.000000,0.000000,"Montparnasse",0.000000,0.380000,0.390000
1797429,"Mme","ANNE","MELARD","6 IMPASSE DU 11","76600","LE HAVRE",1974-01-06 00:00:00,2016-03-31 00:00:00,"MELARD@yahoo.fr","http://twitter.com/MELARD","MELARD@facebook.fr",46.000000,20.000000,0.000000,"Montparnasse",0.000000,0.280000,0.930000
1797430,"Mme","MICHELE","PICARD","39 RUE BOIELDIEU","76600","LE HAVRE",1993-10-02 00:00:00,2015-04-18 00:00:00,"Michele.PICARD@free.fr","http://twitter.com/PICARD","PICARD@facebook.fr",1.000000,37.000000,0.000000,"Montparnasse",0.000000,0.510000,0.150000
1833292,"Mr","PHILIPPE","GIMARD","19 RUE SAINT JEAN","95520","OSNY",1975-04-17 00:00:00,2015-03-01 00:00:00,"Philippe.GIMARD@gmail.com","","GIMARD@facebook.fr",143.000000,167.000000,0.000000,"Montparnasse",0.000000,0.760000,0.750000
1857604,"Mr","FREDERIQUE","BORDEUX","1 RUE DE L UNION","80000","AMIENS",1987-07-15 00:00:00,2016-09-27 00:00:00,"Frederique_BORDEUX@outlook.fr","","",43.000000,165.000000,0.000000,"Montparnasse",0.000000,0.950000,0.090000
1857866,"Mme","JEANNE","GUILLAUME","4 RUE HELENE BOUCHER","94550","CHEVILLY LARUE",1974-08-05 00:00:00,2016-05-18 00:00:00,"JEANNE.GUILLAUME@icloud.com","","JEANNE.GUILLAUME@facebook.com",2.000000,351.000000,0.000000,"Montparnasse",0.000000,0.680000,0.830000
1884601,"Mme","VERONIQUE","FRYDMAN","12 ALLEE DU TALISMAN","59650","VILLENEUVE D ASCQ",1973-08-27 00:00:00,2016-08-10 00:00:00,"VERONIQUE.FRYDMAN@icloud.com","http://twitter.com/VERONIQUE.FRYDMAN","FRYDMAN@facebook.fr",33.000000,26.000000,0.000000,"Montparnasse",0.000000,0.530000,0.050000
1894016,"Mme","VALENTINE","DELASSE","QUARTIER EN FERIOL","31460","MAUREVILLE",1972-04-06 00:00:00,2015-12-26 00:00:00,"DELASSE@yahoo.fr","http://twitter.com/Valentine.DELASSE","DELASSE@facebook.fr",8.000000,56.000000,0.000000,"Montparnasse",0.000000,0.830000,0.150000
1953157,"Mme","JOCELYNE","GAUTHERIN","295 AVENUE DU MARECHAL JOFFRE","6140","VENCE",1992-10-04 00:00:00,2015-08-28 00:00:00,"Jocelyne_GAUTHERIN@outlook.fr","","GAUTHERIN@facebook.fr",8.000000,2.000000,0.000000,"Montparnasse",0.000000,0.160000,0.240000
1982087,"Mme","ANNE CHANTAL","LEYRITZ","11 RUE MAX KELLER","90700","CHATENOIS LES FORGES",1976-12-23 00:00:00,2016-07-05 00:00:00,"LEYRITZ@yahoo.fr","","LEYRITZ@facebook.fr",21.000000,57.000000,0.000000,"Montparnasse",0.000000,0.300000,0.340000
1992302,"Mme","VALERIE","MORISAN","7 RUE DES SOURCES","3200","VICHY",1976-07-17 00:00:00,2016-03-31 00:00:00,"MORISAN@yahoo.fr","","MORISAN@facebook.fr",57.000000,92.000000,0.000000,"Montparnasse",0.000000,0.150000,0.810000
1997930,"Mme","GAY","LE JUGE","9 RUE DE LA COLLINE DU VIVARAIS","34070","MONTPELLIER",1983-05-25 00:00:00,2015-01-24 00:00:00,"LE JUGE@yahoo.fr","","LE JUGE@facebook.fr",31.000000,104.000000,0.000000,"Montparnasse",0.000000,0.410000,0.130000
1998815,"Mme","ESTHER","BROYER","LIEU DIT COUDERC","47150","SAVIGNAC SUR LEYZE",1974-08-08 00:00:00,2016-07-05 00:00:00,"BROYER@yahoo.fr","","",68.000000,148.000000,0.000000,"Montparnasse",0.000000,0.650000,0.080000
2000092,"Mme","VALERIE","LORRE","165 RUE DU SORNIN","42750","ST DENIS DE CABANNE",1976-04-12 00:00:00,2015-09-21 00:00:00,"VALERIE.LORRE@icloud.com","","VALERIE.LORRE@facebook.com",26.000000,41.000000,0.000000,"Montparnasse",0.000000,0.110000,0.720000
2037634,"Mme","MARTINE","DIAKITE","14 RUE BENJAMIN FRANKLIN","45800","ST JEAN DE BRAYE",1974-06-24 00:00:00,2016-11-26 00:00:00,"MARTINE.DIAKITE@icloud.com","http://twitter.com/DIAKITE","DIAKITE@facebook.fr",12.000000,118.000000,0.000000,"Montparnasse",0.000000,0.300000,0.570000
2047438,"Mr","PIERRE","AUBIN","525 ROUTE DES PAGNOUDS","74250","VIUZ EN SALLAZ",1992-05-31 00:00:00,2016-01-19 00:00:00,"PIERRE.AUBIN@gmail.com","http://twitter.com/PIERRE.AUBIN","",16.000000,216.000000,0.000000,"Montparnasse",0.000000,0.540000,0.520000
2096105,"Mme","LAURENCE","VIDAL","324 RUE CENTRALE","38260","FARAMANS",1980-12-06 00:00:00,2016-10-09 00:00:00,"VIDAL@yahoo.fr","","",50.000000,180.000000,0.000000,"Montparnasse",0.000000,0.570000,0.950000
2142339,"Mme","CHRISTINE","GLASBERG","17 B RUE DE CHANTEREINE","51140","TRIGNY",1976-03-07 00:00:00,2016-09-27 00:00:00,"GLASBERG@yahoo.fr","http://twitter.com/GLASBERG","CHRISTINE.GLASBERG@facebook.com",16.000000,137.000000,0.000000,"Montparnasse",0.000000,0.370000,0.850000
2161659,"Mme","CHRISTIANE","BILLIERE","1 RUELLE DES BUTTES","21170","ESBARRES",1996-06-17 00:00:00,2015-12-02 00:00:00,"BILLIERE@yahoo.fr","http://twitter.com/Christiane.BILLIERE","",8.000000,10.000000,0.000000,"Montparnasse",0.000000,0.700000,0.710000
2180195,"Mr","AHMED","GUNNOO","5 RUE DE VERDUN","59236","FRELINGHIEN",1986-05-19 00:00:00,2015-10-15 00:00:00,"Ahmed.GUNNOO@free.fr","","GUNNOO@facebook.fr",52.000000,20.000000,0.000000,"Montparnasse",0.000000,0.940000,0.260000
2180196,"Mme","CLAUDE ELIANE","ASSAL","3 RUE DU GENERAL DE GAULLE","60510","LA NEUVILLE EN HEZ",1982-05-14 00:00:00,2016-10-09 00:00:00,"Claude Eliane.ASSAL@icloud.com","http://twitter.com/ASSAL","ASSAL@facebook.fr",40.000000,104.000000,0.000000,"Montparnasse",0.000000,0.930000,0.860000
2211543,"Mme","BRIGITTE","SOUAKRI","3 ALLEE DE L AUBEPINE","45430","CHECY",1971-05-17 00:00:00,2016-04-12 00:00:00,"Brigitte.SOUAKRI@gmail.com","","",59.000000,67.000000,1.000000,"Montparnasse",0.000000,0.430000,0.460000
2248138,"Mlle","LAURE","CAYEUX","700 RUE GAMBETTA","2200","COURMELLES",1992-06-27 00:00:00,2016-05-30 00:00:00,"Laure.CAYEUX@free.fr","","Laure.CAYEUX@facebook.com",22.000000,110.000000,0.000000,"Montparnasse",0.000000,0.860000,0.230000
2248144,"Mme","JOCELYNE","RENARD MOUEZY","5 RUE LOUIS NERAULT","18570","LE SUBDRAY",1987-09-12 00:00:00,2015-04-18 00:00:00,"Jocelyne.RENARD MOUEZY@gmail.com","http://twitter.com/RENARD MOUEZY","",21.000000,92.000000,0.000000,"Montparnasse",0.000000,0.500000,0.620000
2248158,"Mr","JEAN MICHEL","SARRAZIN","51 B ROUTE DE MERICOURT","62420","BILLY MONTIGNY",1973-10-18 00:00:00,2015-03-25 00:00:00,"JEAN MICHEL_SARRAZIN@outlook.fr","","SARRAZIN@facebook.fr",13.000000,229.000000,0.000000,"Montparnasse",0.000000,0.580000,0.620000
2248162,"Mme","MARIE GENEVIEV","BAILLEUL","2 IMPASSE DU CAPITAINE MAURIN","34160","CASTRIES",1992-05-02 00:00:00,2015-04-30 00:00:00,"Marie Geneviev.BAILLEUL@icloud.com","http://twitter.com/Marie Geneviev.BAILLEUL","",21.000000,106.000000,0.000000,"Montparnasse",0.000000,0.320000,0.620000
2248174,"Mlle","ORIETTA","ROBERT","26 RUE DE LIMOGES","87430","VERNEUIL SUR VIENNE",1993-11-12 00:00:00,2016-07-05 00:00:00,"ORIETTA.ROBERT@icloud.com","","",54.000000,208.000000,0.000000,"Montparnasse",0.000000,0.650000,0.550000
2248187,"Mlle","MARIANE","LUJAN LOPEZ","RUE DE LA RIVIERE","62120","AIRE SUR LA LYS",1996-01-19 00:00:00,2016-07-29 00:00:00,"Mariane.LUJAN LOPEZ@icloud.com","http://twitter.com/LUJAN LOPEZ","LUJAN LOPEZ@facebook.fr",52.000000,38.000000,0.000000,"Montparnasse",0.000000,0.390000,0.750000
2248190,"Mr","MONIQUE","TEBOUL","CHEMIN D ENROBERT","32200","GIMONT",1987-02-19 00:00:00,2016-07-29 00:00:00,"TEBOUL@yahoo.fr","http://twitter.com/Monique.TEBOUL","TEBOUL@facebook.fr",14.000000,72.000000,0.000000,"Montparnasse",0.000000,0.920000,0.090000
2248199,"Mme","EVELYNE","GIOVANNA","16 RUE CHARLES VAILLANT","77144","CHALIFERT",1996-06-18 00:00:00,2015-10-15 00:00:00,"GIOVANNA@yahoo.fr","","GIOVANNA@facebook.fr",35.000000,95.000000,0.000000,"Montparnasse",0.000000,0.470000,0.210000
2248202,"Mme","VALERIE","PARIS","75 RUE DE L ESCALETTE","59420","MOUVAUX",1992-09-03 00:00:00,2016-04-24 00:00:00,"Valerie.PARIS@free.fr","","PARIS@facebook.fr",20.000000,96.000000,0.000000,"Montparnasse",0.000000,0.530000,0.950000
2248203,"Mme","ISABELLE","CLERBOUT","227 CLOS JEAN MERMOZ","73290","LA MOTTE SERVOLEX",1999-05-19 00:00:00,2015-02-05 00:00:00,"Isabelle_CLERBOUT@outlook.fr","","",9.000000,89.000000,0.000000,"Montparnasse",0.000000,0.670000,0.190000
2248209,"Mme","GERMAINE","OGER","47 RUE AMBROISE RENDU","77290","MITRY MORY",1993-06-21 00:00:00,2016-09-03 00:00:00,"Germaine.OGER@free.fr","","Germaine.OGER@facebook.com",25.000000,57.000000,0.000000,"Montparnasse",0.000000,0.780000,0.290000
2248222,"Mme","DOMINIQUE","MONIER","127 IMPASSE DE VARAN","43330","ST FERREOL D AUROURE",1981-10-28 00:00:00,2015-12-26 00:00:00,"Dominique.MONIER@icloud.com","http://twitter.com/Dominique.MONIER","",12.000000,11.000000,0.000000,"Montparnasse",0.000000,0.280000,0.430000
2248275,"Mme","CATHERINE","DE LABARTHE","20 RUE DU GENERAL DE GAULLE","2880","VREGNY",1970-02-03 00:00:00,2016-08-10 00:00:00,"Catherine.DE LABARTHE@free.fr","http://twitter.com/DE LABARTHE","DE LABARTHE@facebook.fr",111.000000,5.000000,0.000000,"Montparnasse",0.000000,0.380000,0.130000
2248287,"Mme","COLETTE","TYMKIW","193 CHEMIN DU HALAGE","59630","LOOBERGHE",1982-02-06 00:00:00,2015-06-05 00:00:00,"TYMKIW@yahoo.fr","http://twitter.com/TYMKIW","TYMKIW@facebook.fr",36.000000,41.000000,0.000000,"Montparnasse",0.000000,0.590000,0.460000
2248297,"Mme","ANNE","ESSON","832 ROUTE DE ZUYTPEENE","59190","STAPLE",1975-09-13 00:00:00,2015-06-17 00:00:00,"Anne.ESSON@free.fr","http://twitter.com/Anne.ESSON","ESSON@facebook.fr",9.000000,20.000000,0.000000,"Montparnasse",0.000000,0.220000,0.730000
2248311,"Mme","SIHEM","BANDOLO","659 RUE AUGUSTIN FRESNEL","27130","VERNEUIL SUR AVRE",1974-03-21 00:00:00,2016-01-31 00:00:00,"Sihem_BANDOLO@outlook.fr","","Sihem.BANDOLO@facebook.com",30.000000,5.000000,0.000000,"Montparnasse",0.000000,0.800000,0.710000
2248329,"Mme","ANNE","MARTIN","5 RUE ARTHUR RIMBAUD","68270","WITTENHEIM",1958-04-10 00:00:00,2016-06-23 00:00:00,"MARTIN@yahoo.fr","","MARTIN@facebook.fr",2.000000,177.000000,1.000000,"Montparnasse",0.000000,0.020000,0.740000
2248356,"Mme","FATOU","DE SCHRYVER","7 RUE DES FRANCS JUGES","80080","AMIENS",1990-08-18 00:00:00,2015-05-12 00:00:00,"DE SCHRYVER@yahoo.fr","","",18.000000,155.000000,1.000000,"Montparnasse",0.000000,0.020000,0.840000
2248358,"Mme","MELINA","LEGRAND","12 PLACE RAYMOND DIZIER","30000","NIMES",1991-06-25 00:00:00,2016-07-05 00:00:00,"LEGRAND@yahoo.fr","","",35.000000,6.000000,0.000000,"Montparnasse",0.000000,0.020000,0.420000
2248390,"Mlle","RACHELLE","FRULIO","9 RUE HENRI LEBESGUE","60000","BEAUVAIS",1981-03-04 00:00:00,2016-10-21 00:00:00,"FRULIO@yahoo.fr","","FRULIO@facebook.fr",71.000000,114.000000,0.000000,"Montparnasse",0.000000,0.540000,0.350000
2248398,"Mme","KARINE","MISEUR","11 AVENUE DE VERDUN","6500","MENTON",1977-04-06 00:00:00,2016-07-05 00:00:00,"KARINE_MISEUR@outlook.fr","","",30.000000,23.000000,0.000000,"Montparnasse",0.000000,0.080000,0.440000
2248405,"Mme","ANABELLE","MOUNICQ","3 IMPASSE DES GRIVES","16160","GOND PONTOUVRE",1992-05-17 00:00:00,2015-06-17 00:00:00,"MOUNICQ@yahoo.fr","","MOUNICQ@facebook.fr",2.000000,151.000000,0.000000,"Montparnasse",0.000000,0.270000,0.240000
2248419,"Mme","CHRISTINE","PAULHAC","1410 RUE DE L ECLUSE CARREE","62730","LES ATTAQUES",1969-08-07 00:00:00,2015-05-12 00:00:00,"PAULHAC@yahoo.fr","http://twitter.com/PAULHAC","PAULHAC@facebook.fr",41.000000,58.000000,0.000000,"Montparnasse",0.000000,0.310000,0.180000
2248422,"Mme","YVONNE","GIACALONE","110 RUE PIERRE TROUVE","78660","ABLIS",1986-06-21 00:00:00,2016-05-18 00:00:00,"YVONNE.GIACALONE@free.fr","","",25.000000,100.000000,0.000000,"Montparnasse",0.000000,0.880000,0.660000
2248430,"Mme","ANNE LISE","LAPORTE","LIEU DIT LE BOURG","24350","LA CHAPELLE GONAGUET",1981-07-03 00:00:00,2015-03-01 00:00:00,"LAPORTE@yahoo.fr","http://twitter.com/Anne Lise.LAPORTE","LAPORTE@facebook.fr",58.000000,10.000000,0.000000,"Montparnasse",0.000000,0.130000,0.090000
2248437,"Mme","NATHALIE","LAHEYNE","18 RUE CHARLES COURTOIS","54210","ST NICOLAS DE PORT",1973-09-02 00:00:00,2015-09-09 00:00:00,"NATHALIE.LAHEYNE@icloud.com","","NATHALIE.LAHEYNE@facebook.com",59.000000,6.000000,0.000000,"Montparnasse",0.000000,0.420000,0.780000
2248439,"Mme","MONIQUE","CAMEL","21 RUE JEHAN CHAUDRIER","17810","NIEUL LES SAINTES",1982-01-02 00:00:00,2016-09-15 00:00:00,"CAMEL@yahoo.fr","http://twitter.com/MONIQUE.CAMEL","CAMEL@facebook.fr",4.000000,71.000000,0.000000,"Montparnasse",1.000000,0.530000,0.950000
